<<<<<<< HEAD
<<<<<<< HEAD
=======
<<<<<<< HEAD
FIPS,State,County/Borough/Parish,Year,Yrs_Potential_Life_Lost_per100K(YPLL),Percent_Fair/Poor_Health,Percent_Low_Birthweight_Births,Percent_Adult_Smokers,Percent_Adult_Obesity,"Healthy_Food_Access(0=Worst,10=Best)",Percent_Adults_Physical_Inactivity,Percent_Access_to_Excercise_Opportunities,Percent_Adults_Excessive_Drinking,Percent_Driving_Deaths_with_Alcohol_Involvement,Chlamydia_Cases_per_100K,Teen_Birth_Rate,Percent_Ppl_Under65_w/o_Insurance,PCP_per_100K,Dentists_per_100K,MHP_per_100K,Preventable_Hospitalization_Rate(per100K_Medicare_Enrollees),Graduation_Rate,Percent_Adults(25-44)_with_Some_Post-secondary_Ed,Percent_Ppl(16+)_Unemployed_&_Looking_for_Work,Percent_Children(under18)_Living_in_Poverty,80th_Percentile_MHI,20th_Percentile_MHI,Percent_Children_Living_in_Single_Parent_Household,Associations_per_10K,Violent_Crimes_per_100K,Injury_Death_Rate_per_100K,Avg_Daily_Particulate_Matter_in_Micrograms_per_Cubic_Meter,"County_Affected_by_Water_Violation(1=Yes,0=No)","%_Households_with_One_or_More Problems(overcrowding,high-housing-cost,lack-kitchen,lack-plumbing-facilities)",Percent_Lone_Commuters_who_Commute_More_Than_30Min,Premature_Deaths,Premature(under75)_Age_Adjusted_Mortality_per_100K,Child(under18)_Mortality_per_100K,Infant(within1yr)_Mortality_per_1K_live_births,Percent_Adults(20+)_Diagnosed_Diabetes,Ppl(Age13+)_diagnosed_HIV_per_100K,Percent_Pop_w/o_Adequate_Access_to_Food,Drug_Overdose_Deaths_per_100K,Motor_Vehicle_Deaths_per_100K,Percent_Children(under19)_w/o_Health_Insurance,Other_Primary_Care_Providers(non_physician)_per_100K,Median_Household_Income,Percent_Children_Enrolled_in_Free/Reduced_Lunch,Homicide_per_100K,Resident_Population,Percent_under_18_years_of_age,Percent_Age_65_and_over,Number_Non-Hispanic_Black_or_African_American,Percent_Non-Hispanic_Black_or_African_American,Number_American_Indian_or_Alaskan_Native,Percent_American_Indian_or_Alaskan_Native,Number_Asian,Percent_Asian,Number_Native_Hawaiian/Other_Pacific_Islander,Percent_Native_Hawaiian/Other_Pacific_Islander,Number_Hispanic,Percent_Hispanic,Number_Non-Hispanic_White,Percent_Non-Hispanic_White,Number_Not_Proficient_in_English,Percent_Not_Proficient_in_English,Percent_Female,Number_Pop_Living_in_Rural_Area,Percent_Rural
48391.0,Texas,Refugio,2020,155,8973.2635964,21.664581318,8.6294416244,13.956368873,21.7,7.7,27.0,39.049167005,17.058961771,10.0,512.2,45.454545455,18.264595608,27.68549,28.44141,28.44141,5967.0,96.8,51.662234043,4.6835443038,25.5,84513.0,18928.0,37.13949382,11.074197121,335.66241951,80.181375802,9.3,Yes,11.050724638,36.4,129.0,464.33075351,0.0,0.0,10.5,0.0,12.9,0.0,37.451707009,10.790960452,42.662119999999994,44821.0,70.542635659,0.0,7032.0,22.682025028,22.610921502,377.0,5.3612059158,74.0,1.0523321957,65.0,0.9243458476,3.0,0.042662116,3540.0,50.341296928,2949.0,41.936860068,129.0,1.9065917824,50.938566553,4480.0,60.679940404
48393.0,Texas,Roberts,2020,NR,0.0,13.020937835,0.0,12.588105616,23.2,7.2,20.5,60.172228202,20.632411462,36.363636364,0.0,0.0,12.2236671,0.0,0.0,0.0,3163.0,100.0,61.046511628,2.9816513761,10.2,128167.0,34833.0,28.630705394,0.0,115.80775912,0.0,6.8,No,4.1176470588,31.0,0.0,0.0,0.0,0.0,6.1,0.0,13.1,0.0,0.0,10.9375,0.0,67470.0,21.00456621,0.0,903.0,24.363233666,20.930232558,3.0,0.3322259136,9.0,0.9966777409,2.0,0.2214839424,0.0,0.0,101.0,11.184939092,775.0,85.825027685,0.0,0.0,50.387596899,929.0,100.0
48395.0,Texas,Robertson,2020,220,10509.181649,18.975514991,9.6556380824,14.72178451,36.6,6.5,34.9,48.345566117,17.308039976,16.666666667,796.4,44.934412503,18.615596264,5.81294,5.7857,5.7857,6613.0,94.2,50.388026608,4.1410842587,25.6,100010.0,21114.0,31.080414406,11.044585247,391.47193447,72.27745062,9.8,No,12.097407698,42.1,298.0,482.18226715,79.239302694,0.0,16.0,164.9,17.5,0.0,27.25074088,11.488372093,40.49988,44917.0,62.297972377,9.3674421773,17284.0,24.010645684,19.301087711,3320.0,19.208516547,176.0,1.0182828049,136.0,0.7868548947,12.0,0.0694283731,3709.0,21.459152974,9843.0,56.948623004,335.0,2.1054616303,50.948854432,12276.0,73.853928528
48397.0,Texas,Rockwall,2020,5,4692.0152617,13.494273966,7.7940348903,12.767917298,24.9,8.1,31.8,90.16811979,21.325377182,32.5,192.2,12.063385314,13.423680121,78.52213,73.51699,125.17757999999999,4325.0,97.0,76.291768869,3.2196365955,6.9,163251.0,43865.0,16.692704265,7.4389387114,97.401159959,40.204810537,10.5,No,12.283089486,58.7,765.0,246.61916715,26.947692604,4.1637751561,14.7,114.7,11.9,10.29431445,7.6759315683,8.5670666761,81.46478,102858.0,25.523799291,2.3497749699,100657.0,26.972788778,12.51179749,6509.0,6.4665149965,839.0,0.833523749,3166.0,3.1453351481,111.0,0.11027549,18129.0,18.010669899,70718.0,70.256415351,1842.0,2.0975676414,50.584658792,12562.0,16.035845131
48399.0,Texas,Runnels,2020,49,7075.579089,20.873449843,6.9199457259,15.016094594,29.0,7.1,28.5,47.585944196,16.995234823,36.842105263,370.2,33.574160646,20.986580517,68.18625,19.5427,39.0854,5117.0,96.4,46.509519492,3.1331028522,23.9,88782.0,19870.0,34.874840899,18.507695305,172.53774263,78.975248002,7.8,Yes,9.3667546174,30.9,168.0,413.44999875,0.0,0.0,14.4,93.1,13.8,0.0,27.520537201,12.215909091,68.39945,42205.0,55.605832076,0.0,10234.0,22.757475083,20.773890952,197.0,1.9249560289,168.0,1.6415868673,171.0,1.6709009185,5.0,0.048856752,3496.0,34.160641001,6249.0,61.061168654,109.0,1.1194413064,49.159663866,4280.0,40.758023045
48401.0,Texas,Rusk,2020,126,8624.0482359,21.275809968,7.1994408201,16.745604024,38.8,6.6,32.1,41.078192387,18.740169662,13.793103448,270.7,44.190157224,20.464151039,20.82032,27.54821,23.87511,6312.0,95.0,48.390983839,4.0949049157,20.8,101585.0,22854.0,29.439868204,12.870743664,379.61369287,73.031519655,10.2,Yes,13.009272267,35.2,806.0,425.7793944,69.502647233,4.7978067169,15.5,385.2,18.2,0.0,29.093354971,11.029061458,31.2213,49788.0,65.211913975,5.0713187564,54450.0,22.242424242,16.578512397,9347.0,17.16620753,561.0,1.0303030303,399.0,0.7327823691,47.0,0.0863177227,9411.0,17.283746556,34324.0,63.037649219,1741.0,3.4524470532,46.073461892,35130.0,65.872867054
48403.0,Texas,Sabine,2020,233,12162.23512,19.244590381,7.7598828697,16.001867285,32.4,6.2,27.3,84.705556581,14.931138839,26.666666667,344.1,41.604754829,21.474181011,19.11863,37.77505,9.443760000000001,4644.0,94.9,45.97826087,7.8755605381,28.5,78188.0,16966.0,26.891615542,11.471178664,332.68205101,111.38637629,9.2,Yes,14.673913043,24.4,261.0,559.03193519,0.0,0.0,8.6,110.8,21.2,0.0,34.310025389,14.713094654,113.32515,40641.0,68.575772935,0.0,10589.0,18.726980829,30.541127585,712.0,6.7239588252,99.0,0.9349324771,37.0,0.3494192086,6.0,0.0566625744,524.0,4.9485314949,9063.0,85.588818585,21.0,0.2098321343,50.769666635,10834.0,100.0
48405.0,Texas,San Augustine,2020,243,13404.989672,20.578427462,9.4637223975,16.721798038,39.7,6.1,25.6,49.734912578,15.117083938,33.333333333,460.4,47.683923706,18.917134368,24.233610000000002,48.59086,12.14772,5739.0,96.2,44.865925441,6.5282892534,34.3,78070.0,14347.0,37.649880096,7.270083606,354.85747528,93.105423988,9.3,Yes,17.171717172,40.8,181.0,547.88930501,0.0,0.0,23.7,112.4,23.5,0.0,47.078604456,10.84624553,48.59086,38826.0,84.385665529,0.0,8232.0,19.776482021,26.445578231,1799.0,21.853741497,63.0,0.7653061224,26.0,0.315840622,1.0,0.0121477162,583.0,7.0821185617,5695.0,69.181243926,72.0,0.9076011597,50.777453839,8865.0,100.0
48407.0,Texas,San Jacinto,2020,202,10045.135546,19.765732006,8.3540527101,16.528465331,30.0,7.0,26.1,74.090357793,16.798924953,27.906976744,297.1,43.935217092,23.067506914,10.61196,3.4820200000000003,10.44605,6641.0,91.1,29.416680595,4.9748220177,28.4,87911.0,21050.0,27.613445378,2.8298549699,206.64935445,85.483592897,10.0,Yes,13.603322949,62.1,518.0,458.49095992,56.963827969,0.0,14.3,161.6,18.3,16.529706244,27.951757337,13.680884676,13.92806,47028.0,58.551704706,7.7643770381,28719.0,21.567603329,21.867056652,2668.0,9.2900170619,283.0,0.9854103555,153.0,0.5327483547,18.0,0.062676277,3789.0,13.193356315,21415.0,74.567359588,651.0,2.4774517639,50.384762701,26384.0,100.0
48409.0,Texas,San Patricio,2020,150,8714.4732494,22.99143047,8.9127594716,15.141419345,40.3,7.6,33.8,48.088080983,18.034689983,16.071428571,203.8,43.95802099,18.87899387,26.779739999999997,38.86804,38.86804,4167.0,93.3,48.872529129,6.3128068268,26.1,107110.0,22591.0,37.378102837,10.563118352,361.34566014,69.635603434,9.7,Yes,14.310307725,33.4,997.0,451.74228061,42.652724271,5.6279620853,10.4,92.3,12.4,12.886406328,17.529907733,10.641229465,50.82744,53559.0,73.393985693,4.7031459771,66893.0,26.759152677,14.980640725,976.0,1.459046537,680.0,1.0165488168,817.0,1.2213535049,101.0,0.1509873978,39058.0,58.388770125,25276.0,37.785717489,2596.0,4.1804215849,49.692792968,12734.0,19.650021604
48411.0,Texas,San Saba,2020,75,7928.45186,21.319313332,6.0869565217,15.79116238,25.4,6.8,27.0,46.566628609,17.396475699,50.0,268.5,41.666666667,28.9252105,33.56268,16.517999999999997,33.03601,4907.0,98.6,40.74558535,3.0146767156,28.0,86435.0,18840.0,24.369016536,16.781339151,109.56595027,71.234735414,8.1,No,14.454976303,37.4,92.0,380.23391791,0.0,0.0,6.2,139.8,14.9,0.0,33.739817805,17.685411573,49.55401,43827.0,68.52886406,0.0,6054.0,20.118929633,23.885034688,218.0,3.6009250083,85.0,1.4040303931,33.0,0.5450941526,0.0,0.0,1857.0,30.673934589,3842.0,63.462173769,425.0,7.5261200638,45.3584407,3026.0,49.355733159
48413.0,Texas,Schleicher,2020,35,0.0,18.309302094,5.8823529412,11.995239086,23.6,8.7,20.5,77.174227102,18.907143064,0.0,233.3,22.727272727,25.582345729,0.0,0.0,34.54231,3220.0,100.0,53.482260184,2.9347028613,23.8,92125.0,21563.0,10.095011876,19.993335555,0.0,78.303425775,7.3,No,18.348623853,31.2,41.0,348.90524178,0.0,0.0,6.2,0.0,8.5,0.0,0.0,19.928400955,34.54231,47317.0,60.0,0.0,2895.0,25.699481865,19.585492228,37.0,1.2780656304,31.0,1.0708117444,13.0,0.4490500864,0.0,0.0,1544.0,53.333333333,1277.0,44.110535406,154.0,5.3583855254,50.397236615,3461.0,100.0
48415.0,Texas,Scurry,2020,67,7197.3507818,19.793088498,8.7729697688,14.650100745,29.6,7.4,33.5,40.239938538,19.50207142,28.571428571,680.4,70.529627687,18.43571097,52.78592,47.4327,23.71635,4122.0,90.4,50.394204134,3.4151241211,21.3,106469.0,25164.0,26.988570096,9.3841642229,298.14299506,68.451828476,7.5,No,9.3062605753,11.3,225.0,411.40920043,62.703072451,0.0,8.4,70.7,12.3,0.0,20.72624772,11.807871915,35.57453,53059.0,55.96759115,0.0,16866.0,25.222340804,15.107316495,786.0,4.6602632515,229.0,1.3577611763,129.0,0.7648523657,8.0,0.0474327048,6849.0,40.60832444,8879.0,52.644373295,403.0,2.5096525097,45.760702004,5364.0,31.700254122
48417.0,Texas,Shackelford,2020,97,0.0,16.495128621,7.8189300412,14.398259877,28.1,7.1,25.1,79.662522202,18.238998748,20.0,210.3,27.413587604,20.716981132,30.04808,0.0,61.48170999999999,3871.0,100.0,74.00295421,2.3255813953,20.5,84158.0,18785.0,35.225806452,24.038461538,103.87297819,60.280909036,7.7,Yes,12.547528517,28.4,34.0,250.76914645,0.0,0.0,7.7,0.0,16.2,0.0,0.0,17.228915663,30.740850000000002,57126.0,48.037676609,0.0,3253.0,22.994159238,20.442668306,33.0,1.0144482017,22.0,0.6762988011,14.0,0.4303719643,2.0,0.0614817092,356.0,10.943744236,2789.0,85.736243468,59.0,1.9007731959,51.675376575,3378.0,100.0
48419.0,Texas,Shelby,2020,217,10076.952162,21.990247704,8.2526152654,17.439086874,26.5,6.3,30.6,42.140836215,16.603397324,18.75,278.3,47.847710513,24.595252877,19.59785,31.47376,51.144859999999994,5265.0,93.0,42.236024845,4.3286139417,30.1,78252.0,17134.0,34.762880562,12.150668287,289.37072057,90.247749692,9.8,Yes,10.14254386,35.3,435.0,497.93351988,67.064083458,0.0,10.7,186.7,20.6,0.0,31.243374731,13.102951764,78.6844,41961.0,74.401170232,10.600430712,25418.0,25.808482178,17.511212527,4371.0,17.196474939,260.0,1.0228971595,384.0,1.5107404202,20.0,0.0786843969,4734.0,18.624596742,15551.0,61.181052797,1335.0,5.6336245094,50.283263829,20214.0,79.432568375
48421.0,Texas,Sherman,2020,68,0.0,18.584558011,7.2463768116,13.42590776,27.7,8.2,27.2,37.607119314,19.101788905,0.0,0.0,27.322404372,29.602470089,0.0,0.0,0.0,3995.0,96.2,46.962025316,2.6946107784,15.9,105000.0,27500.0,21.126760563,19.563090968,145.06769826,0.0,6.5,No,5.9113300493,28.1,32.0,324.85282321,0.0,0.0,4.2,0.0,10.5,0.0,0.0,25.140924464,32.47808,57052.0,60.997442455,0.0,3079.0,28.223449172,14.90743748,38.0,1.2341669373,37.0,1.20168886,27.0,0.876908087,0.0,0.0,1352.0,43.910360507,1642.0,53.329002923,214.0,7.4616457462,47.905164014,3034.0,100.0
48423.0,Texas,Smith,2020,63,7397.8444914,18.491964908,7.7370970747,15.871641939,34.4,6.7,27.6,72.493491136,18.032393258,19.54887218,518.2,34.40607012,19.78983487,101.87637000000001,59.07367000000001,114.23805999999999,4844.0,92.0,60.563678372,3.6348251397,22.2,106842.0,22625.0,30.301598837,13.393229613,335.00913661,65.86572991,10.3,Yes,16.376217324,30.5,2831.0,370.22084876,60.78755643,8.0059579222,13.6,220.5,18.2,7.7571797822,17.931547763,10.704060161,138.56251,56848.0,62.402349161,4.3704130747,230221.0,24.57725403,16.510222786,39634.0,17.215631936,1907.0,0.8283345134,4066.0,1.7661290673,322.0,0.1398656074,45738.0,19.866997363,136539.0,59.307795553,10195.0,4.8659071492,51.695544716,66286.0,31.60780873
48425.0,Texas,Somervell,2020,106,8676.1150867,17.871938715,7.003257329,15.392775207,29.1,7.5,24.5,70.906949352,18.380190678,27.272727273,169.6,19.043195541,19.729503625,67.83493,22.18279,22.18279,2754.0,87.8,46.305668016,4.152087707,14.2,113360.0,20315.0,34.89318413,6.7834934992,108.44129901,97.574258549,9.1,No,17.901234568,41.3,120.0,362.95921287,0.0,0.0,7.7,82.0,17.1,0.0,30.982470444,15.333333333,88.73114,63929.0,44.123408423,0.0,9016.0,22.360248447,18.9108252,98.0,1.0869565217,142.0,1.5749778172,99.0,1.0980479148,4.0,0.0443655723,1646.0,18.256433008,6991.0,77.539929015,30.0,0.3641218594,50.732031943,8490.0,100.0
48427.0,Texas,Starr,2020,203,6696.7905373,38.887129293,8.7623707328,18.830082122,38.4,5.4,27.6,25.009841228,14.217961553,47.368421053,392.5,69.010147028,28.887085137,20.16942,13.94808,17.047659999999997,6903.0,92.8,35.883755963,10.104294722,45.3,68083.0,12542.0,41.811566812,2.3272411332,262.69909515,34.703658891,8.6,Yes,22.503082614,23.9,599.0,352.89508387,40.04004004,3.928844265,10.6,74.4,12.9,0.0,12.628853774,10.825841134,52.692750000000004,30490.0,89.321107188,4.0592744272,64525.0,32.877179388,11.333591631,83.0,0.1286323131,262.0,0.4060441689,149.0,0.2309182487,13.0,0.0201472298,62176.0,96.359550562,2107.0,3.2654010074,16524.0,28.770414737,51.290197598,14453.0,23.705878494
48429.0,Texas,Stephens,2020,191,9721.62801,19.996193352,8.3682008368,16.143652313,30.7,6.5,32.8,56.344755971,18.368215117,0.0,192.8,50.375133976,26.114185843,32.13023,42.40433,21.20216,6845.0,87.5,48.467846353,3.6368196639,30.4,89049.0,17490.0,37.221431958,7.4970547285,188.08103606,92.590644136,8.0,No,12.425149701,18.1,162.0,465.41524935,0.0,0.0,8.1,176.3,16.6,0.0,27.177195313,15.746519443,106.01080999999999,43115.0,63.091272485,0.0,9433.0,21.626205873,19.760415562,241.0,2.5548605958,126.0,1.3357362451,88.0,0.9328951553,4.0,0.0424043252,2254.0,23.894837273,6700.0,71.027244779,163.0,1.8329022827,47.100604262,3791.0,39.366562825
48431.0,Texas,Sterling,2020,NR,0.0,21.379731391,0.0,15.259652541,24.9,4.4,23.0,55.380577428,17.766335889,9.0909090909,386.1,0.0,22.315592904,0.0,0.0,0.0,8076.0,100.0,55.348837209,3.264604811,17.3,98650.0,28250.0,65.443425076,23.166023166,113.42155009,0.0,7.2,No,7.6923076923,21.4,0.0,0.0,0.0,0.0,10.7,0.0,11.5,0.0,0.0,18.108108108,152.5553,59064.0,39.735099338,0.0,1311.0,28.451563692,14.416475973,24.0,1.8306636156,27.0,2.0594965675,7.0,0.5339435545,1.0,0.0762776506,533.0,40.655987796,718.0,54.767353166,3.0,0.2798507463,49.046529367,1143.0,100.0
48433.0,Texas,Stonewall,2020,103,0.0,17.35799808,0.0,13.468019502,26.9,7.6,23.0,53.087248322,16.544903889,50.0,0.0,31.948881789,22.319688109,72.04611,0.0,146.84288,3067.0,100.0,65.405405405,3.5234899329,17.8,101500.0,18250.0,31.493506494,28.818443804,70.997515087,0.0,7.4,No,11.0,28.7,20.0,342.99897189,0.0,0.0,7.5,0.0,14.3,0.0,0.0,19.076923077,440.52863,46915.0,44.49339207,0.0,1362.0,22.246696035,26.505139501,42.0,3.0837004405,23.0,1.6886930984,22.0,1.6152716593,0.0,0.0,257.0,18.869309838,1012.0,74.302496329,3.0,0.2269288956,51.174743025,1490.0,100.0
48435.0,Texas,Sutton,2020,66,0.0,18.878810936,8.0428954424,11.573098794,32.6,8.9,21.6,84.956395349,18.628306782,6.25,318.6,51.627384961,21.792789867,79.63897,26.6099,0.0,5514.0,96.3,50.989632422,3.8121170865,22.6,109966.0,25865.0,33.578174187,15.927794001,139.32868904,51.869910265,7.3,No,12.5,19.0,38.0,266.74492244,0.0,0.0,8.1,0.0,8.0,0.0,0.0,13.10629515,133.04949000000002,54774.0,58.384332925,0.0,3758.0,23.842469399,18.360830229,18.0,0.4789781799,42.0,1.1176157531,22.0,0.5854177754,1.0,0.0266098989,2372.0,63.118680149,1341.0,35.683874401,215.0,5.9523809524,48.908994146,776.0,18.798449612
48437.0,Texas,Swisher,2020,199,9446.3333352,25.073724278,7.9147640791,16.792980833,24.2,7.2,30.0,54.023427553,16.657759012,20.0,53.2,59.272300469,22.46967228,13.306719999999999,13.40123,0.0,5391.0,92.2,38.928402086,4.2846497765,29.2,78380.0,16857.0,38.631578947,13.306719894,518.74712719,95.854301462,7.3,No,14.068441065,28.5,107.0,441.17947806,0.0,0.0,6.5,98.3,15.1,0.0,31.94828137,11.491317671,40.2037,43084.0,71.809169765,0.0,7462.0,25.11391048,17.676226213,567.0,7.5984990619,126.0,1.6885553471,51.0,0.6834628786,6.0,0.0804073975,3323.0,44.532296971,3412.0,45.725006701,304.0,4.3385186242,46.730099169,2951.0,37.573211103
48439.0,Texas,Tarrant,2020,34,6413.3211171,19.945542049,8.344893005,14.048999673,29.5,7.0,24.9,93.863133584,18.635677106,23.020706456,419.8,28.535841066,18.357155472,58.21439,58.275310000000005,121.87454,5733.0,90.5,62.897582697,3.4923165085,16.8,126278.0,29108.0,33.014782544,6.8728020541,402.71780245,48.888670284,10.6,Yes,17.257838981,42.5,20192.0,326.03592654,51.19810484,6.5634381737,10.4,320.7,16.0,9.6974178229,9.8444561515,11.141512204,80.53023999999999,66059.0,54.704259724,4.9870890606,2084931.0,26.334828347,11.280325344,348151.0,16.698442299,18402.0,0.882619137,121696.0,5.8369317738,5139.0,0.2464829771,609236.0,29.220919062,957432.0,45.921519705,116779.0,6.2266093588,51.072865241,23304.0,1.2882013273
48441.0,Texas,Taylor,2020,169,9392.4617427,18.742844154,8.8202790441,15.277754787,32.0,6.5,28.0,84.133043359,20.20388983,18.018018018,576.7,38.20681211,16.625780947,71.17177,76.28596,164.92299,4596.0,90.3,61.289676293,3.1726102069,22.1,102007.0,22971.0,35.055739681,12.766894123,426.20264466,78.191588463,8.2,Yes,15.457668216,10.2,1955.0,480.59172614,58.552348764,5.5920592758,7.9,208.8,16.7,12.912184961,17.171469235,8.3908869466,143.12699999999998,48040.0,60.007380982,5.3726682883,137640.0,24.689770416,14.3744551,10115.0,7.3488811392,1400.0,1.0171461784,3347.0,2.4317058994,204.0,0.1482127289,34076.0,24.757337983,86671.0,62.969340308,2788.0,2.2076873129,51.158093577,21085.0,16.033488966
48443.0,Texas,Terrell,2020,156,0.0,24.987693111,0.0,14.644991617,25.9,5.0,29.8,0.0,14.285577889,50.0,0.0,0.0,27.739726027,0.0,0.0,0.0,0.0,91.7,44.776119403,3.4031413613,22.8,85706.0,9750.0,33.628318584,0.0,177.5147929,0.0,7.2,No,3.5443037975,36.8,21.0,771.01267706,0.0,0.0,11.0,0.0,12.2,0.0,0.0,24.590163934,121.50667999999999,41413.0,49.305555556,0.0,823.0,19.805589307,29.64763062,8.0,0.9720534629,29.0,3.5236938032,8.0,0.9720534629,0.0,0.0,447.0,54.313487242,336.0,40.826245443,38.0,4.4496487119,48.845686513,984.0,100.0
48445.0,Texas,Terry,2020,218,9487.0021751,24.199254143,9.941089838,15.778872927,34.4,7.0,26.5,74.824124575,17.97325046,40.0,519.1,74.829931973,24.531024531,31.458910000000003,32.55473,8.138679999999999,5911.0,96.2,32.476780186,4.1124713083,32.6,92309.0,23496.0,33.700376702,9.4376720409,254.18426404,83.756064413,7.3,Yes,13.523131673,27.0,195.0,497.45880891,0.0,0.0,6.0,136.7,11.4,0.0,19.179782253,13.683618994,48.8321,41268.0,77.688057799,0.0,12287.0,27.500610401,15.13795068,498.0,4.0530642142,156.0,1.2696345731,70.0,0.5697078213,10.0,0.0813868316,6865.0,55.872059901,4739.0,38.5692195,873.0,7.5213233394,47.774070155,3121.0,24.669986562
48447.0,Texas,Throckmorton,2020,104,0.0,16.923999688,0.0,13.737391593,25.5,4.7,25.8,57.343083486,16.616589085,25.0,0.0,0.0,27.346570397,65.48787999999999,0.0,66.00659999999999,6622.0,96.2,52.397260274,3.4042553191,24.3,100386.0,14926.0,39.285714286,19.646365422,0.0,0.0,7.7,No,9.6551724138,25.9,23.0,416.49702805,0.0,0.0,6.5,0.0,16.8,0.0,0.0,21.958456973,66.00659999999999,42701.0,62.0,0.0,1515.0,19.669966997,28.052805281,14.0,0.9240924092,18.0,1.1881188119,7.0,0.4620462046,0.0,0.0,219.0,14.455445545,1248.0,82.376237624,4.0,0.2697235334,53.267326733,1641.0,100.0
48449.0,Texas,Titus,2020,69,7248.690596,22.79427087,6.7123678949,16.197378193,31.0,7.3,35.2,49.195892868,17.37513372,17.5,373.8,48.038430745,25.204688909,54.704600000000006,42.38186,63.57279,6155.0,97.0,45.128722867,5.0359156561,29.7,90396.0,21573.0,32.240092505,9.117432531,353.02747807,68.435395764,10.0,No,16.312056738,18.0,394.0,386.39418631,34.246575342,0.0,11.3,143.8,15.3,0.0,19.222199893,14.288647095,96.87282,45604.0,68.670796959,5.2424181527,33033.0,28.995247177,14.273605183,2988.0,9.0454999546,795.0,2.4066842249,408.0,1.2351285079,56.0,0.1695274423,14555.0,44.061998607,14645.0,44.334453425,2692.0,8.9150880911,51.000514637,16347.0,50.556689553
48451.0,Texas,Tom Green,2020,61,7521.9746535,19.214423845,8.1738183798,14.144435869,29.1,6.8,24.8,76.856220061,19.888542296,25.806451613,688.0,35.000345853,17.940988685,66.09105,55.84276,148.06793,5480.0,92.5,59.00906653,3.1623573937,23.7,101567.0,23443.0,32.653061224,10.930443403,317.54230722,62.785610896,8.0,No,14.15377511,11.5,1482.0,393.41587704,51.717834628,4.9827867367,12.3,111.1,13.1,10.434468716,15.412052225,11.286116258,94.76347,51393.0,52.343710325,4.5257613676,118189.0,23.89054819,15.455753073,4268.0,3.6111651677,1335.0,1.1295467429,1699.0,1.4375280271,187.0,0.1582211543,47838.0,40.475848006,62344.0,52.749409844,2475.0,2.2619058499,50.279636853,17240.0,15.64087676
48453.0,Texas,Travis,2020,2,4617.7089197,14.874787084,7.6838142128,12.481495582,21.8,7.3,16.6,93.174429299,25.111292387,26.254180602,729.3,25.720846118,14.561108782,85.025,69.67005999999999,276.11766,3953.0,89.3,73.859647903,2.8268766643,15.2,144653.0,30792.0,29.225988806,9.2850889135,370.13237701,56.243541197,10.5,Yes,20.006623575,36.1,8536.0,242.13330359,37.678626313,3.9928704982,7.0,459.5,14.6,12.381747508,9.782205997,9.0035088712,92.89341,76255.0,48.171145926,3.0538976433,1248743.0,21.679881289,9.8815368735,99753.0,7.9882730073,15251.0,1.2213081475,90912.0,7.2802810506,1516.0,0.1214020819,422798.0,33.857887492,609819.0,48.834628102,74781.0,6.6506583423,49.447884793,55961.0,5.463522171
48455.0,Texas,Trinity,2020,238,12810.841982,20.181359844,7.3422957601,16.632064225,39.6,7.0,28.8,80.706205005,15.343316562,35.0,245.4,48.995417695,20.36606894,13.636050000000001,6.784260000000001,13.568520000000001,4569.0,94.2,49.350180505,5.1440329218,30.3,76420.0,17644.0,34.316717531,14.999659099,188.46878726,110.38289065,9.8,Yes,13.278388278,54.0,388.0,614.9728689,0.0,0.0,29.3,200.3,19.3,0.0,38.546309932,11.129513084,61.058339999999994,40486.0,68.199398367,0.0,14740.0,20.040705563,26.601085482,1356.0,9.1994572592,132.0,0.8955223881,83.0,0.5630936228,7.0,0.0474898236,1550.0,10.515603799,11438.0,77.598371777,284.0,2.0436065338,51.797829037,11265.0,77.236887213
48457.0,Texas,Tyler,2020,198,10513.300563,17.056772932,8.8315217391,15.101168377,33.2,5.4,33.7,51.87907746,18.41350783,13.513513514,222.9,47.068104128,17.096427612,23.21371,9.21829,27.654870000000003,6608.0,95.6,34.045100778,6.5915251819,26.4,91077.0,18914.0,27.586206897,12.071126793,297.08992234,119.26947447,9.3,Yes,13.337713535,46.5,398.0,492.46009474,102.33566097,0.0,6.8,226.8,19.3,23.23600031,31.282863647,9.2627158189,36.87316,44041.0,63.814904493,7.321521279,21696.0,19.280051622,22.335914454,2335.0,10.762352507,183.0,0.8434734513,133.0,0.6130162242,10.0,0.0460914454,1763.0,8.1259218289,17030.0,78.493731563,260.0,1.2728251824,46.105272861,17006.0,78.131030047
48459.0,Texas,Upshur,2020,165,10484.97224,16.163369223,7.4209245742,15.19085237,30.8,6.9,30.0,26.256073673,19.122554202,21.951219512,331.9,37.1384359,18.181276798,29.06906,12.11827,38.77848,5472.0,95.2,55.165584773,4.1813799675,21.1,98491.0,22760.0,26.575791739,8.2362345873,298.69717191,75.806853918,10.1,No,13.522238164,43.7,746.0,489.00968368,91.850793489,9.9099099099,18.2,114.9,17.9,8.9061614444,21.452737158,10.385553929,12.11827,48554.0,59.480025365,7.0336843142,41260.0,23.793019874,18.361609307,3210.0,7.7799321377,437.0,1.0591371789,215.0,0.5210857974,24.0,0.0581677169,3732.0,9.0450799806,33111.0,80.249636452,436.0,1.1407341514,50.588948134,31172.0,79.299905874
